,Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,Named Candidate/Partylist
598,,@_MIGZ29,2025-09-22T07:22:06.000Z,TRUE,ɴᴀᴘᴀɢʜᴀʜᴀʟᴀᴛᴀᴀɴ ᴛᴜʟᴏʏ ʟᴀʟᴏ ɴᴀ sᴀ ᴋᴀᴍᴘᴏ ɴɪɴʏᴏ ɢᴀʟɪɴɢ ᴀɴɢ ᴍɢᴀ ɴᴀɴɢɢᴜʟᴏ... ᴛᴀɴɢᴀ ᴀᴍᴘ! ʙᴀʙᴀʟɪɢᴛᴀʀɪɴ ᴘᴀ ᴀɴɢ ᴘᴀɴɢʏᴀʏᴀʀɪ. ʙᴏʙᴏɴɢ ʟᴀᴋᴀʏ!,0,0,11,1.2K,[],[],[],https://pbs.twimg.com/profile_images/1904594004370436096/6z0XEjGC_bigger.jpg,https://x.com/_MIGZ29/status/1970025799206978023,tweet_id:1970025799206978023,
599,neyaluvs • minamahal na,@ashdrezkilay,2025-09-26T12:53:05.000Z,FALSE,"NAKAPAGVOTE NA BA ANG LAHAT SA VPCA?! KUNG HINDI PA, ANO PA HINIHINTAY MO, VOTE NA",0,0,0,30,[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1969179496520826880/PRsu3V6I_bigger.jpg,https://x.com/ashdrezkilay/status/1971558644329377981,tweet_id:1971558644329377981,
601,ᴏꜱᴄᴀʀ ɢᴏᴍᴇᴢ ɢᴀʀᴄɪᴀ,@otrogoga60,2025-09-26T12:54:45.000Z,FALSE,                   ,0,0,1,2,[],[],"['\\U0001f1ea', '\\U0001f1f3', '\\U0001f1e9', '\\U0001f1f1', '\\U0001f1ea', '\\U0001f1f8', '\\U0001f1f8', '\\U0001fab4', '\\U0001fabb', '\\U0001fab4', '\\U0001fabb', '\\U0001f1f9', '\\U0001f1ed', '\\U0001f1e6', '\\U0001f1f3', '\\U0001f1f0', '\\U0001f1f8', '\\U0001fabb', '\\U0001fab4']",https://pbs.twimg.com/profile_images/1777391716619710464/Xv5KzyXY_bigger.jpg,https://x.com/otrogoga60/status/1971559063923351982,tweet_id:1971559063923351982,
603,LingOrm_TagTrend,@LingOrmTagTrend,2025-09-26T12:37:28.000Z,TRUE,โหวตตรงนี้ค่ะ ๆๆ#หลิงออม #LingOrm#หลิงหลิงคอง #LinglingKwong#ออมกรณ์นภัส #OrmKornnaphat,0,29,46,2.5K,"['#หลิงออม', '#LingOrm', '#หลิงหลิงคอง', '#LinglingKwong', '#ออมกรณ์นภัส', '#OrmKornnaphat']",[],[],https://pbs.twimg.com/profile_images/1941445453070958592/QgmNMNb3_bigger.jpg,https://x.com/LingOrmTagTrend/status/1971554713482187040,tweet_id:1971554713482187040,
604,ًpola ☽˚｡✩,@idubilusebongs,2025-09-22T02:45:20.000Z,TRUE,HUWAG MAKAKALIMOT HANGGANG SA SUSUNOD NA ELEKSYON!!,0,0,2,48,[],[],[],https://pbs.twimg.com/profile_images/1937910648945676288/3dWT08HE_bigger.jpg,https://x.com/idubilusebongs/status/1969956148494434485,tweet_id:1969956148494434485,
605,Rey,@Petaliamor,2025-09-24T08:55:37.000Z,FALSE,"Jangan lupa voting Harqeel!!
Jangan lupa voting Harqeel!!
Jangan lupa voting Harqeel!!
Jangan lupa voting Harqeel!!
Jangan lupa voting Harqeel!!
Jangan lupa voting Harqeel!!
Jangan lupa voting Harqeel!!
Jangan lupa voting Harqeel!!
Jangan lupa voting Harqeel!!",0,0,0,85,[],[],[],https://pbs.twimg.com/profile_images/1957773515475779584/x4yxCmT__bigger.jpg,https://x.com/Petaliamor/status/1970774110780403942,tweet_id:1970774110780403942,
606,DRAGA,@nnayamad,2025-09-26T11:22:14.000Z,FALSE,"Votes din tayo 

PAHUWAY HARD LAUNCH
PAHUWAY HARD LAUNCH",0,0,0,59,[],[],[],https://pbs.twimg.com/profile_images/1959583601051189248/KsAJXTJn_bigger.jpg,https://x.com/nnayamad/status/1971535783669670211,tweet_id:1971535783669670211,
607,Cols ⊹ ࣪ ˖ 𐦍 ּ ֶָ֢.,@flickerkives,2025-09-21T04:55:18.000Z,FALSE,"Pilipinas na muna, Pilipinas na muna ulit",0,3,6,253,[],[],[],https://pbs.twimg.com/profile_images/1966246095912345601/mB_7_X3M_bigger.jpg,https://x.com/flickerkives/status/1969626467685581143,tweet_id:1969626467685581143,
608,walang name,@iamdeadbyemwua,2025-09-19T17:48:44.000Z,FALSE,"choice ko to, pinili ko to
choice ko to, pinili ko to
choice ko to, pinili ko to 
choice ko to, pinili ko to
choice ko to, pinili ko to
choice ko to, pinili ko to
choice ko to, pinili ko to",0,0,0,21,[],[],[],https://pbs.twimg.com/profile_images/1923117093626744832/CQy8CEGq_bigger.jpg,https://x.com/iamdeadbyemwua/status/1969096332234113040,tweet_id:1969096332234113040,
609,ᜇ̵ᜋ᜔,@ramroan,2025-09-25T12:36:27.000Z,TRUE,Pagsisilbihan. Luluhuran. Mamahalin. ,0,0,10,1K,[],[],['\\U0001f9ce\\U0001f3fb\\u200d\\u2640\\ufe0f'],https://pbs.twimg.com/profile_images/1971549137117323264/BDiKUvsW_bigger.jpg,https://x.com/ramroan/status/1971192071479582956,tweet_id:1971192071479582956,
610,Jovelyn Snow ထ 005 HP⁸⁰ 5,@jovelynfinglao,2025-09-22T07:53:34.000Z,FALSE,Sana sa susunod na eleksyon. Bumoto tayo para sa bayan hindi sa kung ano pa man.,0,0,0,29,[],[],[],https://pbs.twimg.com/profile_images/1910467744375726081/-_CojR5k_bigger.jpg,https://x.com/jovelynfinglao/status/1970033717956809215,tweet_id:1970033717956809215,
611,obri ✿,@luv_obri,2025-09-20T19:58:13.000Z,FALSE,"Ang matang namulat ay di na muling pipikit. Lalaban para sa tama, lalaban at maninindigan para sa kinabukasan. Para sa Pilipinas ",0,0,0,28,[],[],"['\\u270a\\U0001f3fd', '\\U0001f1f5\\U0001f1ed']",https://pbs.twimg.com/profile_images/1966839264337072129/QiVHsJ16_bigger.jpg,https://x.com/luv_obri/status/1969491306901881025,tweet_id:1969491306901881025,
612,ᴏꜱᴄᴀʀ ɢᴏᴍᴇᴢ ɢᴀʀᴄɪᴀ,@otrogoga60,2025-09-26T12:56:00.000Z,FALSE,#            ,0,0,0,5,[],[],"['\\U0001f1f9', '\\U0001f1ed', '\\U0001f1e6', '\\U0001f1f3', '\\U0001f1f0', '\\U0001f1f8', '\\U0001fabb', '\\U0001fab4', '\\U0001f1e6', '\\U0001fabb', '\\U0001fab4', '\\U0001fabb', '\\U0001fab4', '\\U0001f1f1', '\\U0001f1f4', '\\U0001f1f9', '\\U0001fabb', '\\U0001fab4']",https://pbs.twimg.com/profile_images/1777391716619710464/Xv5KzyXY_bigger.jpg,https://x.com/otrogoga60/status/1971559378349428766,tweet_id:1971559378349428766,
613,liお WAITLIST OPEN,@sutoberio,2025-09-21T04:32:41.000Z,FALSE,INGAT HO SA MGA PPUNTA  salamat sa pag boses ,0,0,1,92,[],[],"['\\U0001f64f\\U0001f3fb', '\\U0001fae1', '\\U0001f1f5\\U0001f1ed']",https://pbs.twimg.com/profile_images/1968670130126340099/ZA6mxmpR_bigger.jpg,https://x.com/sutoberio/status/1969620775658537013,tweet_id:1969620775658537013,
614,Zireael,@zireaelmd,2025-09-23T12:59:30.000Z,TRUE,Ewan ko na rin talaga sa inyo bakit binoto niyo pa 'tong mga basurang 'to. Tapos dinagdagan niyo pa ng isang set ng mga trapo last election.,0,0,0,90,[],[],[],https://pbs.twimg.com/profile_images/1948883767441108992/RZPODPa5_bigger.jpg,https://x.com/zireaelmd/status/1970473095401218189,tweet_id:1970473095401218189,
615,ᴏꜱᴄᴀʀ ɢᴏᴍᴇᴢ ɢᴀʀᴄɪᴀ,@otrogoga60,2025-09-26T13:01:20.000Z,FALSE,#               ,0,0,0,1,[],[],"['\\U0001f1f9', '\\U0001f1ed', '\\U0001f1e6', '\\U0001f1f3', '\\U0001f1f0', '\\U0001f339', '\\U0001f33f', '\\U0001f339', '\\U0001f33f', '\\U0001f339', '\\U0001f33f', '\\U0001f1fe', '\\U0001f1f4', '\\U0001f1fa', '\\U0001f33f', '\\U0001f339', '\\U0001f33f', '\\U0001f339']",https://pbs.twimg.com/profile_images/1777391716619710464/Xv5KzyXY_bigger.jpg,https://x.com/otrogoga60/status/1971560720144982455,tweet_id:1971560720144982455,
616,ᴏꜱᴄᴀʀ ɢᴏᴍᴇᴢ ɢᴀʀᴄɪᴀ,@otrogoga60,2025-09-26T13:00:30.000Z,FALSE,#         ,0,0,0,2,[],[],"['\\U0001f1f9', '\\U0001f1ed', '\\U0001f1e6', '\\U0001f1f3', '\\U0001f1f0', '\\U0001fab4', '\\U0001fabb', '\\U0001fab4', '\\U0001fabb', '\\U0001fab4', '\\U0001f1fe', '\\U0001f1f4', '\\U0001f1fa', '\\U0001fabb', '\\U0001fab4', '\\U0001fabb', '\\U0001fab4']",https://pbs.twimg.com/profile_images/1777391716619710464/Xv5KzyXY_bigger.jpg,https://x.com/otrogoga60/status/1971560511885189232,tweet_id:1971560511885189232,
617,// (⁠ノ⁠｀⁠Д⁠´⁠)⁠ノ⁠彡⁠┻⁠━⁠┻,@jamjamnglaguna,2025-09-22T12:37:17.000Z,FALSE,"hanggat binabaha ang pilipinas, di makalilimot ang mga pilipino ",0,0,2,37,[],[],"['\\U0001f60c', '\\U0001f621']",https://pbs.twimg.com/profile_images/1969911758468071425/Lgue4UGZ_bigger.jpg,https://x.com/jamjamnglaguna/status/1970105117505724504,tweet_id:1970105117505724504,
618,ᴏꜱᴄᴀʀ ɢᴏᴍᴇᴢ ɢᴀʀᴄɪᴀ,@otrogoga60,2025-09-26T12:58:14.000Z,FALSE,            ,0,0,0,3,[],[],"['\\U0001f1f2', '\\U0001f1fa', '\\U0001f1e8', '\\U0001f1ed', '\\U0001fabb', '\\U0001fab4', '\\U0001fabb', '\\U0001fab4', '\\U0001fabb', '\\U0001fab4', '\\U0001fabb', '\\U0001fab4', '\\U0001f1f4', '\\U0001f1e7', '\\U0001f1f1', '\\U0001f1ee', '\\U0001f1ec', '\\U0001f1ea', '\\U0001f1e9', '\\U0001fabb', '\\U0001fab4', '\\U0001fabb', '\\U0001fab4']",https://pbs.twimg.com/profile_images/1777391716619710464/Xv5KzyXY_bigger.jpg,https://x.com/otrogoga60/status/1971559942340685990,tweet_id:1971559942340685990,
619,DONNY PANGILINAN,@pbbdemonhunter,2025-09-21T12:23:10.000Z,FALSE,Sa panahon ngayon… HAHAHAHAHAHHAHA MAS KAILANGAN NATIN NG BOTO FOR THE BETTERMENT OF OUR COUNTRY HAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAH,0,0,14,1.5K,[],[],[],https://pbs.twimg.com/profile_images/1952652428958212097/53xPElDl_bigger.jpg,https://x.com/pbbdemonhunter/status/1969739177224020414,tweet_id:1969739177224020414,
620,𝄟⃝B𝄟⃝L𝄟⃝A𝄟⃝I𝄟⃝N,@mahalifive,2025-09-21T04:21:37.000Z,FALSE,"Panagutin ang dapat managot! Pagbayarin ang dapat na magbayad! Ikulong ang dapat na makulong!

Hindi ito laban ng isa, kundi laban ng lahat ng mamamayang Pilipinong patuloy na ninanakawan!

LALABAN AT PATULOY NA TITINDIG PARA SA AKING BAYAN. PARA SA AKING KABABAYAN! ",1,0,0,48,[],[],"['\\u270a', '\\U0001f1f5\\U0001f1ed']",https://pbs.twimg.com/profile_images/1969559749248389120/_ur0i--J_bigger.jpg,https://x.com/mahalifive/status/1969617991378878910,tweet_id:1969617991378878910,
621,jk,@jkk_xxiv,2025-09-21T00:43:12.000Z,FALSE,GAGO EH NUNG NAG BLOCK VOTING KAYO DAMAY BUONG PILIPINAS JUSKO BUGOK TALAGA,0,0,2,117,[],[],[],https://pbs.twimg.com/profile_images/1965019401989824512/gimkd9XT_bigger.jpg,https://x.com/jkk_xxiv/status/1969563023204631036,tweet_id:1969563023204631036,
622,DFL,@cic22797,2025-09-19T16:33:25.000Z,TRUE,"JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO
JEÑOS DEL VOTO",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1964845730402635776/fgV1ATfY_bigger.jpg,https://x.com/cic22797/status/1969077379285807196,tweet_id:1969077379285807196,
623,𝙮𝙖𝙣𝙖 ೀ | (ꜱᴜᴘᴇʀ ᴏᴀ) ☘︎ ݁˖☁︎ೃ‍ˎˊ˗,@yxnxpxrk,2025-09-26T12:41:43.000Z,FALSE,HAHAHHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHA TARANTADO TALAGA  MINANA MO NGA LAHAT SAKIN MWAHMWAH ,0,0,2,17,[],[],"['\\U0001f62d', '\\U0001faf6']",https://pbs.twimg.com/profile_images/1970866691728109568/QwDsG3n-_bigger.jpg,https://x.com/yxnxpxrk/status/1971555783407174143,tweet_id:1971555783407174143,
624,ᴏꜱᴄᴀʀ ɢᴏᴍᴇᴢ ɢᴀʀᴄɪᴀ,@otrogoga60,2025-09-26T12:56:53.000Z,FALSE,# '                ,0,0,0,2,[],[],"['\\U0001f1ee', '\\U0001f1f2', '\\U0001f339', '\\U0001f33f', '\\U0001f339', '\\U0001f33f', '\\U0001f339', '\\U0001f33f', '\\U0001f339', '\\U0001f33f', '\\U0001f1ec', '\\U0001f1f7', '\\U0001f1e6', '\\U0001f1f9', '\\U0001f1ea', '\\U0001f1eb', '\\U0001f1fa', '\\U0001f1f1', '\\U0001f339', '\\U0001f33f', '\\U0001f339', '\\U0001f33f']",https://pbs.twimg.com/profile_images/1777391716619710464/Xv5KzyXY_bigger.jpg,https://x.com/otrogoga60/status/1971559600303247799,tweet_id:1971559600303247799,
625,MANMAN_ph,@MANMAN_ph,2025-09-21T10:24:57.000Z,TRUE,"IKULONG NA YAN MGA KURAKOT

IKULONG NA YAN MGA KURAKOT",0,0,0,260,[],[],[],https://pbs.twimg.com/profile_images/1940251884444319744/ra8IUm6G_bigger.jpg,https://x.com/MANMAN_ph/status/1969709427663274023,tweet_id:1969709427663274023,
626,𝐌𝐎𝐎𝐘𝐎𝐑𝐒 𝐏𝐇𝐈𝐋𝐈𝐏𝐏𝐈𝐍𝐄𝐒,@PH_MooYors,2025-09-26T12:41:44.000Z,FALSE," Forms and payment deadline is until October 6, 2025 only. #หยิ่นวอร์",0,0,0,89,['#หยิ่นวอร์'],[],"['\\u2757\\ufe0f', '\\u2757\\ufe0f', '\\u2757\\ufe0f', '\\U0001f917', '\\U0001f917', '\\U0001f917']",https://pbs.twimg.com/profile_images/1965265833590202368/8g-leZ5U_bigger.jpg,https://x.com/PH_MooYors/status/1971555787190534584,tweet_id:1971555787190534584,
627,Nyai Freydis ⚘,@Valhallaah,2025-09-26T12:29:26.000Z,FALSE,"Muleiiii fitnah ni yeee..

Semoga kafah ya",1,0,0,19,[],[],[],https://pbs.twimg.com/profile_images/1571128788645281793/1RXNecEK_bigger.jpg,https://x.com/Valhallaah/status/1971552692427542602,tweet_id:1971552692427542602,
628,2025 Philippine local and national elections,@phvote,2016-05-07T13:45:55.000Z,FALSE,"Duterte: May God bless our country and may God bless the Filipino people.

WATCH LIVE: s.rplr.co/KXVYQWd",3,99,157,0,[],[],[],https://pbs.twimg.com/profile_images/1378940194930495489/C4I_uUaV_bigger.jpg,https://x.com/phvote/status/728943951990808576,tweet_id:728943951990808576,
629,nnete,@lynnete_a,2025-09-21T21:35:57.000Z,TRUE,"HINDI KA LALABAN PARA KAY DUTERTE DAHIL DDS KA. HINDI KA LALABAN PARA KAY MARCOS DAHIL BBM KA. HINDI KA LALABAN PARA KAY LENI DAHIL KAKAMPINKS KA. LALABAN KA PARA KAY PILIPINAS DAHIL PILIPINO KA!! HINDI KA KULAY PULA, BERDE, O ROSAS. ISA KANG KAYUMANGGI, PILIPINO KA!!",0,0,0,53,[],[],[],https://pbs.twimg.com/profile_images/1737514998744977408/Kf9DfIHt_bigger.jpg,https://x.com/lynnete_a/status/1969878291424424060,tweet_id:1969878291424424060,
630,c,@seretine_,2025-09-21T05:43:13.000Z,FALSE,STAY MAD PILIPINAS! HANGGANG ELEKSYON DAPAT TO HA ,0,0,0,16,[],[],"['\\u270a\\U0001f3fb', '\\U0001f1f5\\U0001f1ed']",https://pbs.twimg.com/profile_images/1966985574600110080/XNf1oNnK_bigger.jpg,https://x.com/seretine_/status/1969638524862546417,tweet_id:1969638524862546417,
631,𝓳𝓸𝔂•☽̶☾,@_blahblah02,2025-09-25T00:43:00.000Z,TRUE, kaya pala,0,0,0,104,[],[],"['\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1970127294904803328/QN02DuVP_bigger.jpg,https://x.com/_blahblah02/status/1971012525190938806,tweet_id:1971012525190938806,
632,⁷,@oh_em_jin,2025-09-23T02:40:21.000Z,FALSE,gising na gising ang pilipinas. sana hanggang next election na yan ha,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1958825497196208129/IChBHY4__bigger.jpg,https://x.com/oh_em_jin/status/1970317280518271320,tweet_id:1970317280518271320,
634,⋆. 𐙚˚࿔ shay♡⋆˚⋆,@itsme_shaaaaay,2025-09-21T15:08:00.000Z,FALSE,"magsaliksik tayo, magalit tayo, magsalita tayo, manindigan tayo at higit sa lahat maging mas matalino na tayo sa pagboto!
sa lahat ng nag protesta, maraming salamat sa pag tindig niyo sa bayan. salamat sa maghapon na sakripisyo niyo. 
TANDAAN HUWAG MAKAKALIMOT!#BahaSaLuneta",0,0,7,521,['#BahaSaLuneta'],[],"['\\U0001f1f5\\U0001f1ed', '\\u270a\\U0001f3fb']",https://pbs.twimg.com/profile_images/1960650259262267393/VD2s3wNh_bigger.jpg,https://x.com/itsme_shaaaaay/status/1969780660157247596,tweet_id:1969780660157247596,
635,@Salome_orrego66 #NO al voto extranjero,@Salome_orrego66,2025-09-26T12:44:04.000Z,TRUE,"En próximas Elecciones DEBEMOS ELEGIR entre 2 MITOMANOS, 1 COMETA HALLEY, 1 COMUNISTA del PASADO, 1 DERECHISTA RENOVADA A CONVENIENCIA, 1 CONFERENCISTA, 1 APARECIDO y, ... 
1 Ex-Ministra, comunista, de probada gestión y Representante de una amplia Coalición.
¡¡VOTA INFORMADO!!",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1289349587069739010/h8O1HpWp_bigger.jpg,https://x.com/salome_orrego66/status/1971556377761059169,tweet_id:1971556377761059169,
636,DUSTBIA VOTING TEAM | #KinakabahanMVOutNow,@Dustbia_VTeam,2025-09-21T09:44:21.000Z,FALSE,"PARA SA MAHAL NATING PILIPINAS!!
ILABAN ANG ATING KARAPATAN!                                   ",2,10,40,958,[],[],"['\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed', '\\U0001f1f5\\U0001f1ed']",https://pbs.twimg.com/profile_images/1950095669378838528/LVYMextb_bigger.jpg,https://x.com/Dustbia_VTeam/status/1969699208707096705,tweet_id:1969699208707096705,
637,,@popbrainrot,2025-09-22T00:38:59.000Z,FALSE,"good morning! here's a little reminder that every vote helps shape the future of this country. so please, magparehistro kayo at bumoto sa susunod na eleksyon. your vote counts. :)comelec.gov.ph/?r=VoterRegist
…",0,28,57,2.1K,[],[],[],https://pbs.twimg.com/profile_images/1914009038859481089/OUvl2lnk_bigger.jpg,https://x.com/popbrainrot/status/1969924351177982275,tweet_id:1969924351177982275,
638,yol,@limabe2020,2025-09-25T23:58:56.000Z,FALSE,Jajajaja jajaja jajajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja jajaja,0,1,2,80,[],[],[],https://pbs.twimg.com/profile_images/1196064881541287937/x_U0s4Dy_bigger.jpg,https://x.com/limabe2020/status/1971363825485217894,tweet_id:1971363825485217894,
639,Rappler,@rapplerdotcom,2025-08-28T03:52:00.000Z,TRUE,The Comelec says applying the new seat configuration would be 'impractical' and cause more delays #PHVote,0,2,1,1.5K,['#PHVote'],[],[],https://pbs.twimg.com/profile_images/1583252893368717313/wUCmGve8_bigger.jpg,https://x.com/rapplerdotcom/status/1960913229103706517,tweet_id:1960913229103706517,
640,unɥǝs ƃuı̣ʞ ǝɯoɥ ǝɯoɔןǝʍ,@sojuexo,2025-09-21T07:29:46.000Z,FALSE,"Wag sana nating makalimutan itong araw na ito at kung ano ang pinaglalaban natin sa mga darating na halalan para hindi na tayo maloko ulit. Sana hindi lang ito ilang araw ng kamulatan. Dalhin na natin ang kamalayan sa mga susunod pang taon, kababayan. Manindigan ng paulit ulit.",0,0,1,271,[],[],[],https://pbs.twimg.com/profile_images/1970559774162079744/eAGx_9hB_bigger.jpg,https://x.com/sojuexo/status/1969665341220696235,tweet_id:1969665341220696235,
641,Marcos,@Phelipee2011,2025-09-24T23:51:40.000Z,FALSE,GALOOOOOOOOOOOOO GALOOOOOOOOOOOOO GALOOOOOOOOOOOOO GALOOOOOOOOOOOOO GALOOOOOOOOOOOOO GALOOOOOOOOOOOOO,0,0,0,44,[],[],[],https://pbs.twimg.com/profile_images/1855435767167815680/XBA_dSKR_bigger.jpg,https://x.com/Phelipee2011/status/1970999609070846158,tweet_id:1970999609070846158,
642,,@hoonwonki,2025-09-24T18:03:44.000Z,FALSE,"PUTANGINA NIYO
PUTANGINA NIYO
PUTANGINA NIYO
PUTANGINA NIYO
PUTANGINA NIYO
PUTANGINA NIYO
PUTANGINA NIYO
PUTANGINA NIYO
PUTANGINA NIYO
PUTANGINA NIYO
PUTANGINA NIYO
PUTANGINA NIYO",1,0,1,62,[],[],[],https://pbs.twimg.com/profile_images/1964332649373224960/kyeccylN_bigger.jpg,https://x.com/hoonwonki/status/1970912046922465397,tweet_id:1970912046922465397,
643,,@_edelweeys,2025-09-26T12:22:57.000Z,FALSE,nyawa loe semua gada harganya kecuali pas PEMILU,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1911363777439645697/dyObXbIS_bigger.jpg,https://x.com/_edelweeys/status/1971551063032623586,tweet_id:1971551063032623586,
644,𝙮𝙖𝙣𝙖 ೀ | (ꜱᴜᴘᴇʀ ᴏᴀ) ☘︎ ݁˖☁︎ೃ‍ˎˊ˗,@yxnxpxrk,2025-09-26T12:49:56.000Z,FALSE,potaenang BAKIT KAMBING NGAYON KO LANG NAREALIZE ,1,0,0,12,[],[],"['\\U0001f621', '\\U0001faf5', '\\U0001f621', '\\U0001faf5', '\\U0001f621', '\\U0001faf5']",https://pbs.twimg.com/profile_images/1970866691728109568/QwDsG3n-_bigger.jpg,https://x.com/yxnxpxrk/status/1971557852474216832,tweet_id:1971557852474216832,
645,ABS-CBN News,@ABSCBNNews,2025-05-09T23:00:01.000Z,TRUE,Nasusunod ba ito sa inyong lugar? #Halalan2025,8,14,25,11K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_normal.jpg,https://x.com/ABSCBNNews/status/1920977083360313611,tweet_id:1920977083360313611,
646,GlennLopez,@glnnlopez,2025-05-09T17:59:13.000Z,FALSE,"Kung isang taon kang nagpakabopols, okay lang. Pero sa Lunes? TEKA MUNA. Wag naman sana ‘yung boto mo, pati IQ mo ibababa. Pili ng maayos!  #Eleksyon2025",1,13,26,594,['#Eleksyon2025'],[],['\\U0001f1f5\\U0001f1ed'],https://pbs.twimg.com/profile_images/673692687061671936/gtb8Acdj_normal.jpg,https://x.com/glnnlopez/status/1920901384729178216,tweet_id:1920901384729178216,
647,Rappler,@rapplerdotcom,2025-05-09T16:01:31.000Z,TRUE,Will the Filipino voting public want to keep all three Villars in power?  #PHVote #AmbagNatin,98,300,639,51K,"['#PHVote', '#AmbagNatin']",[],['\\U0001f914'],https://pbs.twimg.com/profile_images/1583252893368717313/wUCmGve8_normal.jpg,https://x.com/rapplerdotcom/status/1920871766827626632,tweet_id:1920871766827626632,
